Información de vuelo su origen es: Kingsford Smith, el destino: Pucon, km totales: 32492.77, cantidad escalas: 4
Información de vuelo su origen es: Kingsford Smith, el destino: Pucon, km totales: 38541.61, cantidad escalas: 6
Información de vuelo su origen es: Kingsford Smith, el destino: Pucon, km totales: 59474.88, cantidad escalas: 7
Información de vuelo su origen es: Kingsford Smith, el destino: Pucon, km totales: 13081.810000000001, cantidad escalas: 3
Información de vuelo su origen es: Kingsford Smith, el destino: Pucon, km totales: 34015.08, cantidad escalas: 4
Información de vuelo su origen es: Kingsford Smith, el destino: Pucon, km totales: 18580.97, cantidad escalas: 3
